Дата,Цена машиноместа,Количество машиномест,Купит\некупит,Уникальный идентификатор покупки,Скидка,Налог,Стоимость дополнительных услуг,Общая стоимость,Итоговая сумма,Сумма платежа,Комиссия,Итоговая сумма с комиссией,Дополнительные расходы,Сумма дополнительных расходов
4,3462,0,0,255,1.0,1.0,3.0,6020891.42,4017427.61333333,4.0,4.0,4.0,161295.0,161295.0
15,879,0,0,287,5.0,5.0,4.0,4529836.72,1142209.18,21.0,6.0,17.25,200121.0,183647.0
19,4170,0,0,301,3.0,3.0,7.0,5085934.71,852655.785,1.0,1.0,1.0,207065.0,177613.0
14,5437,0,0,305,1.0,1.0,3.0,5872492.66,1967497.55333333,21.0,21.0,21.0,240808.0,240808.0
14,449,1,0,310,1.0,1.0,6.0,12258531.3,4088979.62166667,5.0,5.0,5.0,349106.0,330985.0
19,2336,0,0,320,1.0,1.0,4.0,20981557.5,5259639.375,4.0,4.0,4.0,311443.0,311443.0
24,8076,0,0,333,1.0,1.0,4.0,10616582.96,2661720.74,4.0,4.0,4.0,170681.0,170681.0
19,4957,0,0,382,1.0,1.0,2.0,5287073.7,2648536.85,9.0,9.0,9.0,150334.0,150334.0
20,32,0,0,389,2.0,2.0,6.0,6393292.48,1969255.21166667,13.0,11.0,12.0,156272.0,130077.0
15,1665,0,0,421,1.0,1.0,3.0,5436756.52,1824585.50666667,15.0,15.0,15.0,219571.0,219571.0
22,1665,0,0,421,3.0,3.0,3.0,5436756.52,1824585.50666667,15.0,15.0,15.0,219571.0,219571.0
17,461,0,0,424,2.0,2.0,2.0,5143203.56,2576601.78,8.0,8.0,8.0,146005.0,146005.0
23,1666,0,0,425,1.0,1.0,3.0,6093308.1,2044436.03333333,15.0,15.0,15.0,258139.0,258139.0
23,3203,0,0,444,1.0,1.0,2.0,4977987.27,2493993.635,8.0,8.0,8.0,145875.0,145875.0
18,898,0,0,468,1.0,1.0,5.0,6375829.91,2531099.74,16.0,3.0,6.4,294740.0,236571.0
15,2021,0,0,487,1.0,1.0,3.0,10867566.85,3635855.61666667,9.0,9.0,9.0,197995.0,197995.0
1,2967,0,0,489,1.0,1.0,3.0,5453384.73,1830128.24333333,18.0,18.0,18.0,166670.0,166670.0
6,6762,0,0,496,1.0,1.0,3.0,5558010.4,1865003.46666667,10.0,10.0,10.0,165944.0,165944.0
20,2346,0,0,516,6.0,6.0,6.0,10634749.05,3050213.66166667,17.0,5.0,11.0,210372.0,184559.0
19,3209,0,0,518,2.0,2.0,3.0,3733171.2,2498110.8,4.0,4.0,4.0,99000.0,99000.0
10,906,0,0,549,1.0,1.0,2.0,4074094.97,2042047.485,8.0,8.0,8.0,170235.0,170235.0
20,1303,0,1,567,1.0,1.0,6.0,14242128.17,2422021.59333333,2.0,-1.0,0.5,176264.0,87633.0
22,912,0,0,586,2.0,2.0,2.0,5737655.9,2873827.95,10.0,10.0,10.0,151769.0,151769.0
21,48,0,1,598,1.0,1.0,1.0,10000.0,10000.0,13.0,13.0,13.0,181223.0,181223.0
6,3488,0,0,606,1.0,1.0,3.0,7745356.61,2594118.87,27.0,27.0,27.0,167554.0,167554.0
23,6236,0,1,611,3.0,3.0,3.0,5585875.0,1871958.33333333,8.0,8.0,8.0,179068.0,179068.0
18,5301,0,0,616,1.0,1.0,3.0,4307633.39,2880755.59333333,13.0,13.0,13.0,148189.0,148189.0
16,4186,0,0,625,1.0,1.0,3.0,10192132.88,3410710.96,26.0,26.0,26.0,251046.0,251046.0
4,6665,0,0,628,1.0,1.0,3.0,6055708.4,2030902.8,2.0,2.0,2.0,177555.0,177555.0
10,3492,0,0,643,1.0,1.0,3.0,6395761.01,2144253.67,16.0,16.0,16.0,135331.0,135331.0
13,3732,0,0,644,1.0,1.0,3.0,6096140.23,2038713.41,15.0,11.0,13.666666666666666,186617.0,169249.0
12,6131,0,0,648,2.0,2.0,3.0,7191965.71,2409655.23666667,23.0,23.0,23.0,183359.0,183359.0
11,3958,0,0,650,1.0,1.0,3.0,8314190.5,2783730.16666667,27.0,27.0,27.0,161815.0,161815.0
18,2683,0,0,669,5.0,5.0,3.0,7333698.55,2456899.51666667,15.0,15.0,15.0,192680.0,192680.0
11,4790,0,0,684,1.0,1.0,3.0,11191333.97,3749444.65666667,11.0,11.0,11.0,311384.0,311384.0
16,4790,0,0,684,1.0,1.0,3.0,11191333.97,3749444.65666667,11.0,11.0,11.0,311384.0,311384.0
14,8081,0,0,713,1.0,1.0,3.0,5666536.5,1898512.16666667,2.0,2.0,2.0,155357.0,155357.0
17,5304,0,0,714,1.0,1.0,3.0,6749159.22,2262053.07333333,18.0,18.0,18.0,179400.0,179400.0
12,1321,0,0,778,3.0,3.0,2.0,4131568.05,2070784.025,11.0,11.0,11.0,166585.0,166585.0
11,4971,0,0,793,1.0,1.0,3.0,6949863.72,2328954.57333333,25.0,25.0,25.0,271003.0,271003.0
20,2041,0,1,795,2.0,2.0,6.0,8925044.85,2736657.605,30.0,23.0,26.5,191693.0,148472.0
14,64,0,0,796,1.0,1.0,2.0,4403271.62,2206635.81,9.0,9.0,9.0,190358.0,190358.0
13,67,0,0,825,1.0,1.0,3.0,9291831.18,3109610.39333333,12.0,12.0,12.0,173741.0,173741.0
19,5463,0,0,861,1.0,1.0,3.0,5969321.04,1999773.68,12.0,12.0,12.0,168812.0,168812.0
2,6136,0,0,901,1.0,1.0,2.0,4448079.19,2229289.595,10.0,10.0,10.0,168606.0,168606.0
20,3230,0,0,902,1.0,1.0,3.0,7243611.69,2426870.56333333,6.0,6.0,6.0,185706.0,185706.0
7,2051,0,0,904,1.0,1.0,3.0,5361377.25,1799459.08333333,18.0,18.0,18.0,160831.0,160831.0
23,942,0,0,944,4.0,4.0,6.0,11308695.2,1958435.20666667,9.0,-1.0,4.0,254659.0,81628.0
14,4197,0,0,946,4.0,4.0,4.0,5384967.02,2479591.2375,7.0,6.0,6.5,156030.0,122166.0
6,1718,0,0,950,1.0,1.0,3.0,6661269.1,2232756.36666667,23.0,23.0,23.0,194215.0,194215.0
11,1338,0,0,987,1.0,1.0,6.0,8606413.84,1479303.63333333,29.0,29.0,29.0,162288.0,98445.0
14,3972,0,0,997,3.0,3.0,2.0,4160878.76,2085439.38,19.0,19.0,19.0,197648.0,197648.0
16,4200,0,0,1007,2.0,2.0,4.0,6924356.33,1743589.0825,18.0,8.0,15.5,274371.0,255551.0
21,5469,0,0,1028,1.0,1.0,3.0,5133369.66,1720789.88666667,6.0,6.0,6.0,195921.0,195921.0
7,5149,0,0,1038,1.0,1.0,2.0,5524877.05,2767688.525,8.0,8.0,8.0,163591.0,163591.0
18,1347,0,0,1097,2.0,2.0,2.0,8891366.84,4450683.42,15.0,15.0,15.0,239282.0,239282.0
11,2991,0,0,1120,1.0,1.0,3.0,4906558.89,3280039.26,24.0,24.0,24.0,117409.88,117409.88
16,4986,0,0,1165,1.0,1.0,3.0,4355644.82,1461548.27333333,8.0,8.0,8.0,166471.0,166471.0
11,1733,0,0,1171,1.0,1.0,3.0,6788685.03,2275228.34333333,9.0,9.0,9.0,183137.0,183137.0
18,6246,0,0,1214,1.0,1.0,3.0,10835061.25,3625020.41666667,10.0,10.0,10.0,207638.0,207638.0
3,533,0,0,1223,1.0,1.0,2.0,4727787.94,2369143.97,7.0,7.0,7.0,168928.0,168928.0
23,8091,0,0,1224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,5622,0,0,1272,3.0,3.0,6.0,5385232.26,2335409.24,11.0,11.0,11.0,156289.0,125361.0
19,3526,0,0,1276,1.0,1.0,3.0,11030116.88,3695705.62666667,19.0,19.0,19.0,299184.0,299184.0
18,114,0,0,1294,3.0,3.0,9.0,8960411.69,1983292.25666667,27.0,1.0,16.333333333333332,260726.0,91284.0
23,8093,0,1,1303,1.0,1.0,3.0,8050324.67,2693441.55666667,9.0,9.0,9.0,173359.0,173359.0
14,4990,0,0,1322,1.0,1.0,3.0,5383741.43,1806913.81,8.0,8.0,8.0,159145.0,159145.0
10,7049,0,0,1338,1.0,1.0,3.0,10111836.71,3373945.57,11.0,11.0,11.0,123786.0,123786.0
24,119,0,0,1347,1.0,1.0,3.0,4502115.25,1510705.08333333,14.0,14.0,14.0,200268.0,200268.0
15,2728,0,0,1358,1.0,1.0,3.0,13784352.16,4608117.38666667,17.0,17.0,17.0,203080.0,203080.0
14,1362,0,0,1377,1.0,1.0,6.0,10782327.06,3330799.85333333,21.0,10.0,15.5,221146.0,186039.0
20,3994,0,1,1381,2.0,2.0,3.0,12001645.9,4013881.96666667,16.0,16.0,16.0,220718.0,220718.0
13,6597,0,0,1392,2.0,2.0,4.0,8139576.38,2046644.095,3.0,-1.0,2.0,2366501.0,194164.0
21,4811,0,0,1448,1.0,1.0,3.0,6416156.67,4280771.11333333,5.0,5.0,5.0,120589.0,120589.0
23,4995,0,0,1454,1.0,1.0,3.0,14727532.37,4918844.12333333,12.0,12.0,12.0,182466.0,182466.0
20,4633,0,0,1469,1.0,1.0,3.0,9315841.33,3117613.77666667,27.0,27.0,27.0,162760.0,162760.0
13,130,0,0,1492,1.0,1.0,2.0,4902687.22,2456343.61,10.0,10.0,10.0,149870.0,149870.0
19,5326,0,0,1501,2.0,2.0,3.0,4517350.61,1515450.20333333,7.0,7.0,7.0,170390.0,170390.0
16,3769,0,0,1506,1.0,1.0,3.0,5942186.0,1990728.66666667,6.0,6.0,6.0,169697.0,169697.0
22,4000,0,0,1528,5.0,5.0,3.0,6341078.88,3184039.44,16.0,16.0,16.0,192737.96,192737.96
22,7142,0,0,1553,1.0,1.0,7.0,5758463.8,1758034.66833333,8.0,6.0,6.857142857142857,181669.0,165570.0
20,5168,0,0,1559,6.0,6.0,3.0,6285282.4,2107427.46666667,6.0,6.0,6.0,188471.0,188471.0
21,3014,1,0,1565,1.0,1.0,3.0,12128241.6,4052747.2,7.0,7.0,7.0,135058.0,135058.0
16,3544,0,0,1575,2.0,2.0,6.0,5468305.19,1824895.56333333,22.0,11.0,16.5,162966.0,162858.0
8,3016,0,0,1578,1.0,1.0,4.0,4890584.74,2419612.815,11.0,8.0,9.5,159702.0,122484.0
11,5775,0,0,1588,1.0,1.0,3.0,4014360.92,1347786.97333333,6.0,6.0,6.0,169565.0,169565.0
13,143,0,0,1597,1.0,1.0,3.0,4292385.22,1440461.74,2.0,2.0,2.0,163809.0,163809.0
16,1375,0,0,1621,1.0,1.0,3.0,5146545.99,1730515.33,6.0,6.0,6.0,194550.0,194550.0
17,4237,0,0,1624,4.0,4.0,3.0,6367227.42,2134742.47333333,23.0,23.0,23.0,197588.0,197588.0
17,3548,0,0,1650,1.0,1.0,3.0,9291890.29,3107296.76333333,2.0,2.0,2.0,203842.0,203842.0
24,6966,0,0,1657,1.0,1.0,3.0,10838542.74,3626180.91333333,3.0,3.0,3.0,428012.0,428012.0
16,558,0,0,1660,1.0,1.0,6.0,8556472.93,2854885.62833333,19.0,16.0,17.5,161233.0,160531.0
20,5004,0,0,1662,1.0,1.0,4.0,7436813.18,1869203.295,10.0,7.0,9.25,175935.0,162552.0
16,6870,0,0,1667,1.0,1.0,3.0,13623848.58,4560282.86,14.0,14.0,14.0,440400.0,440400.0
20,153,0,0,1689,3.0,3.0,11.0,23656095.42,5290370.53272727,10.0,1.0,4.545454545454546,426328.0,317626.0
3,4643,0,0,1735,1.0,1.0,3.0,2173158.9,1461105.93333333,10.0,10.0,10.0,90210.0,90210.0
15,565,0,0,1745,2.0,2.0,3.0,4379697.69,1469565.89666667,6.0,6.0,6.0,164709.0,164709.0
22,2427,0,1,1750,1.0,1.0,4.0,8545888.75,2148222.1875,19.0,-1.0,14.0,2151365.0,176577.0
11,159,0,0,1783,1.0,1.0,6.0,2154271.68,1383550.56,1.0,1.0,1.0,103500.0,99000.0
13,3781,0,0,1837,1.0,1.0,2.0,7666268.21,3838134.105,2.0,2.0,2.0,146117.0,146117.0
11,1781,0,0,1864,1.0,1.0,2.0,2729920.0,1370210.0,2.0,2.0,2.0,80000.0,80000.0
24,8104,0,0,1869,1.0,1.0,3.0,5620853.72,1886951.24,10.0,10.0,10.0,278039.0,278039.0
21,165,0,0,1871,1.0,1.0,3.0,4148538.26,1392846.08666667,1.0,1.0,1.0,185898.0,185898.0
12,580,0,0,1919,1.0,1.0,3.0,6639497.66,2225499.22,7.0,7.0,7.0,251202.0,251202.0
5,3786,0,0,1920,1.0,1.0,3.0,6035446.77,2024148.92333333,30.0,30.0,30.0,181016.0,181016.0
18,7246,0,0,1927,2.0,2.0,3.0,9118506.39,3046168.79666667,6.0,6.0,6.0,119736.0,118228.0
8,3565,0,0,1929,1.0,1.0,10.0,8664539.68,2915246.433,13.0,3.0,8.4,279590.0,158014.0
24,2115,0,0,1937,1.0,1.0,6.0,16091117.47,5193848.39666667,12.0,11.0,11.5,327520.0,302822.0
23,4021,0,0,1962,1.0,1.0,3.0,15026414.87,5027804.95666667,20.0,20.0,20.0,285760.0,285760.0
12,3302,0,0,1987,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,3302,0,0,1987,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,179,0,0,2005,1.0,1.0,3.0,9882769.03,3306589.67666667,2.0,2.0,2.0,160002.0,160002.0
20,8110,0,0,2017,1.0,1.0,3.0,4449261.46,1493087.15333333,4.0,4.0,4.0,175133.0,175133.0
7,5017,0,0,2034,1.0,1.0,2.0,8598107.22,4304053.61,16.0,16.0,16.0,145248.0,145248.0
23,2122,0,1,2036,1.0,1.0,3.0,6584501.29,2204833.76333333,15.0,15.0,15.0,182156.0,182156.0
4,183,0,0,2044,1.0,1.0,2.0,9452879.69,4731439.845,11.0,11.0,11.0,187942.0,187942.0
18,595,0,0,2050,1.0,1.0,2.0,7378648.36,3694324.18,8.0,8.0,8.0,136514.0,136514.0
7,5019,0,0,2064,1.0,1.0,3.0,8178895.89,2738631.96333333,26.0,26.0,26.0,168368.0,168368.0
20,185,0,0,2069,2.0,2.0,2.0,9763216.44,4886608.22,5.0,5.0,5.0,185295.0,185295.0
21,4026,0,0,2073,1.0,1.0,3.0,4414039.75,1483679.91666667,19.0,19.0,19.0,186137.0,186137.0
21,4475,0,0,2095,2.0,2.0,3.0,5341517.82,1792839.27333333,6.0,6.0,6.0,163257.0,163257.0
16,2127,0,0,2099,1.0,1.0,3.0,7262288.22,2434096.07333333,18.0,18.0,18.0,252811.0,252811.0
21,600,0,0,2115,2.0,2.0,6.0,8962300.95,2887178.69166667,26.0,22.0,24.0,228193.0,197385.0
24,6159,1,1,2129,2.0,2.0,3.0,10683918.68,3571306.22666667,6.0,6.0,6.0,271674.0,271674.0
12,613,0,0,2202,1.0,1.0,3.0,8362690.25,2797230.08333333,15.0,15.0,15.0,154243.0,154243.0
20,6163,0,0,2229,1.0,1.0,3.0,6437198.52,2155732.84,10.0,10.0,10.0,235667.0,235667.0
8,3040,0,0,2237,1.0,1.0,4.0,3120250.0,1466711.045,3.0,3.0,3.0,87500.0,82753.0
10,1422,0,0,2240,1.0,1.0,9.0,2564841.0,1323054.26666667,23.0,5.0,11.11111111111111,100582.0,87591.0
10,3579,0,0,2242,1.0,1.0,2.0,4373914.0,2192207.0,18.0,18.0,18.0,79000.0,79000.0
22,1036,0,0,2256,4.0,4.0,3.0,8157458.1,2731486.03333333,13.0,13.0,13.0,174808.0,174808.0
23,5797,0,0,2264,1.0,1.0,4.0,7522884.98,3775692.49,3.0,3.0,3.0,424229.0,424229.0
19,7821,0,0,2273,2.0,2.0,3.0,8090795.68,2709265.22666667,4.0,4.0,4.0,224186.0,224186.0
17,2468,0,0,2287,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,621,0,0,2292,1.0,1.0,3.0,9484001.51,3173667.17,19.0,19.0,19.0,161375.0,161375.0
18,1049,1,0,2315,1.0,1.0,7.0,15103299.64,2206761.46285714,28.0,28.0,28.0,174948.0,89206.0
22,4042,0,0,2322,3.0,3.0,3.0,5536268.03,1857756.01,6.0,6.0,6.0,165223.0,165223.0
18,8114,0,0,2328,2.0,2.0,3.0,8367940.08,2801646.69333333,24.0,24.0,24.0,228134.0,228134.0
19,8114,0,0,2328,2.0,2.0,3.0,8367940.08,2801646.69333333,24.0,24.0,24.0,228134.0,228134.0
11,5203,0,0,2348,1.0,1.0,3.0,4303881.48,1441293.82666667,11.0,11.0,11.0,198828.0,181245.0
23,3049,0,0,2351,1.0,1.0,3.0,6462720.0,4317810.0,10.0,10.0,10.0,90000.0,90000.0
13,6788,0,0,2361,1.0,1.0,3.0,13047798.03,4368266.01,16.0,16.0,16.0,353698.0,353698.0
8,4045,0,0,2363,1.0,1.0,3.0,7135018.3,2390672.76666667,19.0,19.0,19.0,124868.0,124868.0
15,1815,0,0,2402,1.0,1.0,3.0,6035446.77,2024148.92333333,22.0,22.0,22.0,181016.0,181016.0
16,1055,0,0,2407,3.0,3.0,9.0,2072410.56,1370617.60444444,9.0,5.0,7.0,105000.0,96000.0
11,2791,0,0,2412,1.0,1.0,2.0,4432358.79,2221179.395,8.0,8.0,8.0,166522.0,166522.0
11,5506,0,0,2419,1.0,1.0,3.0,7926772.99,2654590.99666667,26.0,26.0,26.0,208259.0,208259.0
13,5506,0,0,2419,2.0,2.0,3.0,7926772.99,2654590.99666667,26.0,26.0,26.0,208259.0,208259.0
20,8028,0,0,2423,1.0,1.0,6.0,9591049.09,1638952.705,30.0,30.0,30.0,164747.0,98445.0
0,2793,0,0,2445,1.0,1.0,5.0,5511557.47,1113711.494,16.0,11.0,14.6,187015.0,138929.0
24,3320,0,0,2462,1.0,1.0,2.0,8646258.62,4328129.31,11.0,11.0,11.0,239045.0,239045.0
19,2798,0,0,2476,1.0,1.0,5.0,6482571.3,1307914.26,9.0,-3.0,4.2,2076345.0,130544.0
24,8116,0,1,2492,1.0,1.0,5.0,11409448.32,2864862.08,3.0,-1.0,1.4,740000.0,294564.0
10,7157,0,0,2508,1.0,1.0,3.0,9436783.93,3157927.97666667,23.0,23.0,23.0,165748.0,165748.0
15,2153,0,0,2510,2.0,2.0,6.0,10178065.94,3073888.07833333,25.0,7.0,16.0,246443.0,195954.0
10,1827,0,0,2521,1.0,1.0,2.0,3870785.01,1940392.505,6.0,6.0,6.0,173663.0,173663.0
11,5037,0,0,2552,1.0,1.0,8.0,4422739.0,1116792.1325,18.0,6.0,13.25,280696.78,270463.0
15,7257,0,0,2576,1.0,1.0,3.0,10114727.75,3390575.91666667,3.0,3.0,3.0,373132.0,373132.0
21,8117,0,0,2584,2.0,2.0,3.0,8015513.38,2684171.12666667,3.0,3.0,3.0,222032.0,222032.0
21,4283,0,0,2590,3.0,3.0,3.0,6585046.61,2207348.87,11.0,11.0,11.0,184124.0,184124.0
10,8118,1,0,2596,1.0,1.0,6.0,17880126.08,3089411.94666667,20.0,20.0,20.0,229365.0,216855.0
15,6505,0,0,2607,4.0,4.0,3.0,4148947.32,1395315.77333333,6.0,6.0,6.0,163644.0,163644.0
24,8121,0,0,2624,4.0,4.0,4.0,10913955.21,2745988.8025,7.0,5.0,6.5,363821.0,305956.0
10,7761,0,0,2639,1.0,1.0,3.0,12482974.49,4173324.83,25.0,25.0,25.0,151037.0,151037.0
22,3330,0,1,2642,1.0,1.0,7.0,14894888.46,2988977.692,13.0,-1.0,5.142857142857143,740000.0,284795.0
10,1835,0,0,2661,1.0,1.0,2.0,3145648.03,1577824.015,11.0,11.0,11.0,153859.0,153859.0
19,3061,0,0,2663,2.0,2.0,3.0,2088615.38,1395910.25333333,2.0,2.0,2.0,111000.0,111000.0
7,6075,0,0,2674,1.0,1.0,3.0,2769041.94,1855027.96,10.0,10.0,10.0,194182.0,194182.0
15,6075,0,0,2674,3.0,3.0,3.0,2769041.94,1855027.96,10.0,10.0,10.0,194182.0,194182.0
18,5669,0,0,2717,1.0,1.0,2.0,5100587.69,2555293.845,9.0,9.0,9.0,192130.0,192130.0
18,6989,0,0,2758,1.0,1.0,3.0,7398898.18,2479632.72666667,11.0,11.0,11.0,279975.0,279975.0
19,8122,0,0,2775,1.0,1.0,3.0,10658822.72,3562940.90666667,5.0,5.0,5.0,270264.0,270264.0
22,1845,0,0,2787,1.0,1.0,2.0,10136831.44,5073415.72,18.0,18.0,18.0,176389.0,176389.0
13,5671,0,0,2790,2.0,2.0,3.0,7787005.74,2608001.91333333,4.0,4.0,4.0,221479.0,221479.0
7,255,0,0,2809,1.0,1.0,3.0,6960473.54,2332491.18,5.0,5.0,5.0,197962.0,197962.0
5,2172,0,0,2822,1.0,1.0,2.0,2535414.93,1272707.465,9.0,9.0,9.0,78253.0,78253.0
20,2513,0,0,2861,2.0,2.0,2.0,4020747.7,2015373.85,7.0,7.0,7.0,178447.0,178447.0
1,3070,0,0,2866,1.0,1.0,3.0,6443992.07,2160330.69,11.0,11.0,11.0,132482.0,132482.0
7,661,0,0,2877,1.0,1.0,3.0,8070679.4,2702559.8,18.0,18.0,18.0,167618.0,167618.0
24,3832,0,0,2882,1.0,1.0,3.0,5749535.02,1926845.00666667,8.0,8.0,8.0,214242.0,214242.0
15,8038,0,0,2889,1.0,1.0,3.0,4776122.3,1602040.76666667,10.0,10.0,10.0,176432.0,176432.0
14,3071,0,0,2894,1.0,1.0,3.0,5746997.08,1925665.69333333,6.0,6.0,6.0,159232.0,159232.0
24,2180,0,0,2908,1.0,1.0,2.0,5637877.83,2823938.915,22.0,22.0,22.0,171219.0,171219.0
18,264,1,0,2924,2.0,2.0,4.0,7875444.9,3849383.885,10.0,7.0,8.5,158404.0,156414.0
11,5819,0,0,2946,1.0,1.0,6.0,6404580.27,2133864.34666667,9.0,4.0,6.5,203473.0,184763.0
5,3345,0,0,2954,1.0,1.0,2.0,4414406.04,2212453.02,8.0,8.0,8.0,159000.0,159000.0
19,3837,0,0,2974,9.0,9.0,3.0,2093344.0,1398896.0,9.0,9.0,9.0,104000.0,104000.0
21,1471,0,0,2977,2.0,2.0,3.0,6412011.82,4278007.88,2.0,2.0,2.0,111432.0,111432.0
14,3612,0,0,2981,1.0,1.0,3.0,5193845.67,1741281.89,9.0,9.0,9.0,175470.0,175470.0
22,1473,0,0,2997,2.0,2.0,3.0,16941733.83,5666244.61,15.0,15.0,15.0,282534.0,282534.0
14,5959,0,0,2999,1.0,1.0,3.0,8474720.98,2838240.32666667,12.0,12.0,12.0,247569.0,247569.0
18,3838,0,0,3002,1.0,1.0,3.0,16236626.1,5431208.7,16.0,16.0,16.0,414832.0,414832.0
23,8128,0,0,3006,2.0,2.0,3.0,14029393.37,4689797.79,2.0,2.0,2.0,233763.0,233763.0
13,2189,0,0,3023,1.0,1.0,2.0,4557147.78,2283823.89,10.0,10.0,10.0,162006.0,162006.0
16,271,0,0,3037,3.0,3.0,3.0,5438358.16,3634572.10666667,33.0,33.0,33.0,170412.0,170412.0
23,274,0,0,3079,1.0,1.0,3.0,4335357.98,1457452.66,19.0,19.0,19.0,172673.0,172673.0
15,1866,0,0,3090,1.0,1.0,6.0,7294573.44,4197884.99,6.0,2.0,4.0,142654.0,110910.0
9,2839,0,0,3127,1.0,1.0,3.0,7183692.02,2406897.34,27.0,27.0,27.0,127008.0,127008.0
21,283,0,0,3146,1.0,1.0,6.0,8119769.13,1394700.51666667,11.0,11.0,11.0,155472.0,110986.0
10,1868,0,0,3160,1.0,1.0,3.0,9183703.61,3073567.87,16.0,16.0,16.0,173319.0,173319.0
16,3849,0,0,3187,1.0,1.0,6.0,13297902.45,2325708.00833333,8.0,8.0,8.0,364606.0,216855.0
9,4079,0,0,3197,1.0,1.0,2.0,4850085.1,2430042.55,10.0,10.0,10.0,147352.0,147352.0
11,294,0,0,3277,1.0,1.0,3.0,6139805.0,2058935.0,11.0,11.0,11.0,184141.0,184141.0
17,695,0,0,3287,1.0,1.0,3.0,16829945.13,5628981.71,11.0,11.0,11.0,422031.0,422031.0
10,3097,0,0,3289,1.0,1.0,2.0,5468770.74,2739385.37,11.0,11.0,11.0,152596.0,152596.0
11,2210,0,0,3299,1.0,1.0,2.0,4834396.57,2422198.285,1.0,1.0,1.0,141416.0,141416.0
14,6724,0,0,3304,1.0,1.0,3.0,7234511.98,2423837.32666667,20.0,20.0,20.0,194319.0,194319.0
14,3630,0,0,3314,1.0,1.0,3.0,4822713.18,1617237.72666667,13.0,13.0,13.0,197990.0,197990.0
21,1128,0,0,3319,1.0,1.0,3.0,6059123.44,2029707.81333333,14.0,14.0,14.0,244742.0,244742.0
14,4084,0,0,3345,2.0,2.0,3.0,7045759.73,2360919.91,16.0,16.0,16.0,199128.0,199128.0
23,3632,0,0,3352,1.0,1.0,3.0,5590295.36,1873098.45333333,7.0,7.0,7.0,162383.0,162383.0
24,2213,0,0,3357,1.0,1.0,2.0,5740552.86,2875276.43,17.0,17.0,17.0,162456.0,162456.0
19,702,0,0,3365,1.0,1.0,3.0,14638928.41,4898642.80333333,17.0,17.0,17.0,365958.0,365958.0
24,6187,0,0,3394,1.0,1.0,5.0,6570014.1,1655003.525,12.0,5.0,7.8,246827.0,163594.0
24,307,0,0,3407,1.0,1.0,3.0,5965525.65,1998175.21666667,12.0,12.0,12.0,160285.0,160285.0
11,6089,1,0,3410,1.0,1.0,3.0,9505162.66,3180720.88666667,20.0,20.0,20.0,170301.0,170301.0
5,4089,0,0,3422,1.0,1.0,3.0,4115768.03,2752845.35333333,4.0,4.0,4.0,82895.63,82895.63
14,1133,0,0,3446,1.0,1.0,2.0,7506507.19,3766753.595,32.0,32.0,32.0,133973.0,133973.0
13,3866,0,0,3456,1.0,1.0,3.0,4304877.16,1444625.72,23.0,23.0,23.0,198987.0,198987.0
14,3102,0,0,3461,1.0,1.0,3.0,6598347.74,2209115.91333333,10.0,10.0,10.0,154253.0,154253.0
22,321,0,0,3526,2.0,2.0,3.0,6499681.29,2178893.76333333,13.0,13.0,13.0,185394.0,185394.0
15,3870,0,0,3587,1.0,1.0,2.0,3625160.61,1817580.305,10.0,10.0,10.0,176091.0,176091.0
8,328,0,0,3602,1.0,1.0,3.0,7591303.45,2542767.81666667,20.0,20.0,20.0,180997.0,180997.0
24,328,0,0,3602,1.0,1.0,3.0,7591303.45,2542767.81666667,20.0,20.0,20.0,180997.0,180997.0
23,4887,0,0,3615,1.0,1.0,6.0,4341102.23,1455993.11333333,22.0,21.0,21.5,196639.0,196350.0
22,3647,0,0,3619,1.0,1.0,2.0,7668117.0,3839058.5,9.0,9.0,9.0,152146.0,152146.0
6,2239,0,0,3625,1.0,1.0,5.0,4255708.8,2564621.28,6.0,6.0,6.0,109000.0,109000.0
17,1533,0,0,3629,3.0,3.0,6.0,10693291.97,1849928.69833333,2.0,-3.0,-0.5,180781.0,91284.0
23,4537,0,1,3668,2.0,2.0,3.0,9128769.18,3052923.06,9.0,9.0,9.0,185651.0,185651.0
22,5707,0,0,3673,1.0,1.0,3.0,8482046.08,2840682.02666667,6.0,6.0,6.0,174744.0,174744.0
13,6196,0,0,3710,1.0,1.0,3.0,4501242.44,1510080.81333333,2.0,2.0,2.0,163482.0,163482.0
24,1542,0,0,3717,6.0,6.0,3.0,2551782.47,1704688.31333333,16.0,16.0,16.0,100000.0,100000.0
19,8141,0,0,3757,1.0,1.0,3.0,9876696.86,3302232.28666667,10.0,10.0,10.0,170117.0,170117.0
20,747,0,0,3778,1.0,1.0,2.0,8663413.09,4336706.545,11.0,11.0,11.0,147007.0,147007.0
20,6638,0,0,3784,1.0,1.0,2.0,3706079.48,1858039.74,22.0,22.0,22.0,184749.0,184749.0
22,5551,0,0,3796,1.0,1.0,7.0,6705189.16,1873250.35285714,20.0,16.0,18.285714285714285,252883.0,165108.0
13,2882,0,0,3801,1.0,1.0,4.0,6034508.8,3026504.4,13.0,13.0,13.0,226728.0,226728.0
